idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
1393,-9.210829,2026-04-13T00:00:00+0000,0.0,50.0,6.2,4.0,253.0,43.160558,253.0,CABO VILAN,82.0,9.4,9.8,9.8,,,,,6.8,,,,,,,162.0,,,,,,,,,,,,
1399,-9.046929,2026-04-13T00:00:00+0000,0.0,287.0,,,,43.057445,,VIMIANZO-CASTRELO,,6.9,6.9,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1400,-9.291434,2026-04-13T00:00:00+0000,0.0,230.0,6.9,4.1,259.0,42.924828,263.0,FISTERRA,85.0,9.4,9.9,9.9,992.1,1.1,9.7,1019.8,7.6,6.3,15.0,0.0,11.3,,,,,,0.0,,,,,,,,,
1406X,-8.99369,2026-04-13T00:00:00+0000,0.0,340.0,,,,42.93525,,MAZARICOS-A PICOTA,91.0,7.2,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
1410X,-8.022249,2026-04-13T00:00:00+0000,0.0,500.0,,,,43.037875,,SOBRADO DOS MONXES,97.0,5.6,5.6,5.7,,,,,,,,,,,,,,,,,,,,,,,,
1428,-8.410515,2026-04-13T00:00:00+0000,0.0,370.0,5.1,2.3,240.0,42.888011,240.0,SANTIAGO DE COMPOSTELA/LAVACOLLA,89.0,6.2,6.4,6.6,976.5,0.5,6.4,1021.0,4.6,29.4,2.0,0.0,11.1,,,,,,,,,,,11.7,,,,
1435C,-8.876227,2026-04-13T00:00:00+0000,0.0,128.0,1.7,0.1,3.0,42.800141,100.0,NOIA,92.0,7.3,7.3,7.7,,,,,,,,,,,,,,,,,,,,,,,,
1437P,-8.923333,2026-04-13T00:00:00+0000,0.0,686.0,,4.5,297.0,42.720833,,EVC_NOIA,99.0,5.5,5.5,5.7,941.0,,,,5.3,,,,,,,159.0,,,,,,,,,,,,
1442U,-8.892333,2026-04-13T00:00:00+0000,0.0,10.0,,,,42.643886,,BOIRO,88.0,7.1,7.1,7.9,,,,,,,,,,,,,,,,,,,,,,,,
1446X,-7.768333,2026-04-13T00:00:00+0000,0.2,680.0,,,,42.809722,,MONTERROSO,94.0,4.8,4.8,5.2,,,,,,,,,,,,,,,,,,,,,,,,
1466A,-8.257892,2026-04-13T00:00:00+0000,0.0,435.0,2.1,0.6,302.0,42.700887,290.0,SILLEDA,91.0,5.1,5.1,5.5,,,,,,,,,,,,,,,,,,,,,,,,
1468X,-8.501806,2026-04-13T00:00:00+0000,0.0,269.0,,,,42.69361,,A ESTRADA,95.0,5.4,5.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,
1473A,-8.627222,2026-04-13T00:00:00+0000,0.0,100.0,0.0,0.0,0.0,42.738333,16.0,PADRÓN,83.0,6.2,6.2,6.9,,,,,3.6,,,,,,,0.0,,,,,,,,,,,,
1475X,-8.555833,2026-04-13T00:00:00+0000,0.0,240.0,0.0,0.0,0.0,42.876111,0.0,SANTIAGO DE COMPOSTELA,92.0,6.6,6.6,7.2,,,,,5.5,,,,,,,0.0,,,,,,,,,,,,
1476R,-8.714807,2026-04-13T00:00:00+0000,0.0,210.0,,,,42.749835,,CASAS DO PORTO,93.0,7.1,7.1,8.3,,,,,,,,,,,,,,,,,,,,,,,,
1477V,-8.774642,2026-04-13T00:00:00+0000,0.0,32.0,1.5,1.0,91.0,42.584843,75.0,VILAGARCIA DE AROUSA,91.0,8.3,8.3,9.1,,,,,,,,,,,,,,,,,,,,,,,,
1484C,-8.615833,2026-04-13T00:00:00+0000,0.0,113.3,1.9,0.6,59.0,42.438333,85.0,PONTEVEDRA,84.0,8.6,8.6,9.0,1006.5,0.1,7.9,1021.0,6.1,20.0,11.0,0.0,14.0,,,,,,0.0,,,,,14.8,,,,
1486E,-8.706944,2026-04-13T00:00:00+0000,0.0,3.0,1.9,0.6,117.0,42.396111,70.0,ESCUELA NAVAL DE MARÍN,75.0,10.2,10.3,10.6,,,,,6.1,,,,,,,28.0,,,,,,,,,,,,
1489A,-8.451243,2026-04-13T00:00:00+0000,0.0,395.0,2.1,0.7,354.0,42.407051,350.0,A LAMA,98.0,5.8,5.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,
1495,-8.623765,2026-04-13T00:00:00+0000,0.0,254.6,2.1,0.9,150.0,42.238616,230.0,VIGO/PEINADOR,86.0,7.9,8.5,8.6,989.9,0.2,9.6,1021.2,6.2,,50.0,0.0,,,,,,,,,,,,,,,,
1496X,-8.724167,2026-04-13T00:00:00+0000,0.2,120.0,1.1,0.4,180.0,42.230556,177.0,VIGO-O CASTRO,89.0,8.9,8.9,9.7,,,,,,,,,,,,,,,,,,,,,,,,
1505,-7.4575,2026-04-13T00:00:00+0000,0.0,442.18,3.2,1.4,239.0,43.111111,233.0,LUGO/ROZAS,88.0,5.5,5.6,6.0,967.0,0.3,10.1,1020.6,3.8,19.4,18.0,0.0,12.5,,,,,,0.01,,,,,12.9,,,,
1518A,-7.5525,2026-04-13T00:00:00+0000,0.0,442.0,2.7,0.7,281.0,42.998333,272.0,LUGO-COL.FINGOI,83.0,6.4,6.4,6.6,,,,,,,,,,,,,,,,,,,,,,,,
1521I,-7.499579,2026-04-13T00:00:00+0000,0.0,403.0,,,,42.845276,,O PARAMO,86.0,6.0,6.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,
1521X,-7.18517,2026-04-13T00:00:00+0000,0.0,1080.0,6.2,1.5,262.0,42.863768,307.0,BECERREA-PENAMAIOR,100.0,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,
1541B,-6.333886,2026-04-13T00:00:00+0000,0.0,958.0,2.2,0.5,217.0,42.928886,260.0,VILLABLINO,82.0,3.1,3.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,
1542,-6.414164,2026-04-13T00:00:00+0000,0.0,1530.0,6.8,4.8,325.0,42.994164,324.0,PUERTO DE LEITARIEGOS,100.0,-1.7,-1.6,-1.5,845.7,0.9,,,,0.3,7.0,0.0,6.6,,,,,,0.0,,,,,,,,,
1549,-6.6,2026-04-13T00:00:00+0000,0.0,532.01,4.4,2.7,292.0,42.563889,288.0,PONFERRADA,68.0,7.0,7.0,7.2,956.2,0.5,7.4,1019.9,1.5,20.0,15.0,0.0,15.8,,,,,,0.01,,,,,17.1,,,,
1561I,-6.673564,2026-04-13T00:00:00+0000,0.0,770.0,,,,42.76604,,VILLAR DE OTERO (LOS TROBOS),88.0,3.4,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,
1583X,-6.99314,2026-04-13T00:00:00+0000,0.0,315.0,,,,42.41562,,O BARCO DE VALDEORRAS,63.0,9.3,9.3,9.5,,,,,,,,,,,,,,,,,,,,,,,,
1631E,-7.282498,2026-04-13T00:00:00+0000,0.0,840.0,4.6,1.6,273.0,42.339448,274.0,POBRA DE TRIVES SAN MAMEDE,87.0,3.7,4.0,4.1,921.6,,6.6,,2.1,,,0.0,10.4,0.0,0.0,,,,,,,,,,810.0,,,
1639X,-7.383609,2026-04-13T00:00:00+0000,0.0,990.0,4.8,1.5,307.0,42.260277,285.0,CHANDREXA DE QUEIXA,93.0,2.7,2.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,
1658,-7.191741,2026-04-13T00:00:00+0000,0.0,612.0,,,,42.58853,,FOLGOSO DO COUREL,84.0,5.6,5.6,5.8,,,,,,,,,,,,,,,,,,,,,,,,
1679A,-7.510804,2026-04-13T00:00:00+0000,0.0,291.0,0.6,0.0,177.0,42.53177,255.0,MONFORTE DE LEMOS,82.0,7.1,7.1,7.2,,,,,,,,,,,,,,,,,,,,,,,,
1690A,-7.859722,2026-04-13T00:00:00+0000,0.0,145.86,1.6,0.7,194.0,42.325278,203.0,OURENSE,73.0,9.0,9.0,9.1,1003.1,0.3,9.3,1021.6,4.5,20.0,29.0,0.0,17.8,,,,,,0.0,,,,,16.7,,,,
1696O,-8.277961,2026-04-13T00:00:00+0000,0.0,610.0,,,,42.468056,,BEARIZ,99.0,2.1,2.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
1700X,-8.0925,2026-04-13T00:00:00+0000,0.0,400.0,0.7,0.0,37.0,42.421389,322.0,O CARBALLIÑO,92.0,3.6,3.6,4.3,,,,,2.5,,,,,,,1.0,,,,,,,,,,,,
1701X,-8.129121,2026-04-13T00:00:00+0000,0.0,112.0,1.4,0.4,317.0,42.299881,357.0,RIBADAVIA,88.0,7.1,7.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,
1706A,-7.796051,2026-04-13T00:00:00+0000,0.0,492.0,,,,42.182902,,ALLARIZ-RIMELO,86.0,5.1,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
1719,-8.281009,2026-04-13T00:00:00+0000,0.0,560.0,,,,42.217995,,A CAÑIZA,96.0,3.1,3.1,3.3,,,,,,,,,,,,,,,,,,,,,,,,
1723X,-8.4927,2026-04-13T00:00:00+0000,0.0,90.0,,,,42.182223,,PONTEAREAS-CANEDO,93.0,7.6,7.7,7.8,,,,,,,,,,,,,,,,,,,,,,,,
1730E,-8.847444,2026-04-13T00:00:00+0000,0.0,55.0,,,,41.943981,,O ROSAL,92.0,8.1,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1738U,-7.988838,2026-04-13T00:00:00+0000,0.0,730.0,,,,41.934116,,MUIÑOS-PRADO,94.0,2.9,2.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,
1740,-4.12433,2026-04-13T00:00:00+0000,0.6000000000000001,150.0,4.3,1.3,233.0,43.377241,295.0,ALTAMIRA,90.0,7.1,7.3,7.4,,,,,,,,,,,,,,,,,,,,,,,,
2005Y,-2.782777,2026-04-13T00:00:00+0000,0.0,1197.0,,,,41.967774,,VINUESA,77.0,1.9,1.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017Y,-2.494163,2026-04-13T00:00:00+0000,0.0,1260.0,12.9,6.9,2.0,41.99583,7.0,BARRIOMARTIN-EL ROBLEDO,94.0,0.1,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,
2030,-2.483063,2026-04-13T00:00:00+0000,0.0,1081.01,3.7,1.3,336.0,41.775015,23.0,SORIA,74.0,2.6,2.6,2.9,890.0,0.6,1.6,,-1.7,20.0,50.0,0.0,10.6,,,,,,0.0,,,,,11.1,,1453.3,,
2044B,-2.507534,2026-04-13T00:00:00+0000,0.0,1100.0,4.8,2.9,319.0,41.600582,322.0,LUBIA-CEDER,81.0,0.3,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,
2048A,-2.420281,2026-04-13T00:00:00+0000,0.0,978.0,3.1,1.4,264.0,41.419442,252.0,MORON DE ALMAZAN ,88.0,0.2,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,
2059B,-2.783338,2026-04-13T00:00:00+0000,0.0,1042.0,5.3,3.7,314.0,41.349719,325.0,LA RIBA DE ESCALOTE,82.0,1.8,1.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2084Y,-3.047008,2026-04-13T00:00:00+0000,0.0,960.0,,,,41.721847,,UCERO,84.0,0.7,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2092,-3.086949,2026-04-13T00:00:00+0000,0.0,932.0,6.1,3.8,291.0,41.589444,287.0,BURGO DE OSMA-POZUELOS,81.0,2.2,2.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,
2096B,-3.251385,2026-04-13T00:00:00+0000,0.0,1150.0,6.7,4.9,316.0,41.373609,327.0,LICERAS-CAÑADA DEHESA,86.0,0.5,0.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,
2106B,-3.381929,2026-04-13T00:00:00+0000,0.0,955.0,7.6,4.7,345.0,41.745847,347.0,CORUÑA DEL CONDE,77.0,2.6,2.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,
2117D,-3.742777,2026-04-13T00:00:00+0000,0.0,790.0,4.5,1.3,305.0,41.665837,317.0,ARANDA DE DUERO,79.0,3.1,3.4,4.0,924.9,0.7,3.1,,0.2,9.1,30.0,0.0,10.2,,,,,,0.0,,,,,,789.1,,,
2135A,-3.507234,2026-04-13T00:00:00+0000,0.0,993.0,5.6,3.8,335.0,41.372756,345.0,FRESNO DE CANTIESPINO,87.0,2.0,2.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,
2140A,-3.785871,2026-04-13T00:00:00+0000,0.0,1135.0,5.2,2.5,9.0,41.464553,12.0,ALDEANUEVA DE SERREZUELA-EL CERRO,90.0,1.1,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2166Y,-4.124787,2026-04-13T00:00:00+0000,0.0,756.0,,,,41.593099,,PEÑAFIEL(FABRICA DE QUESOS),70.0,4.6,4.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,
2172Y,-4.405497,2026-04-13T00:00:00+0000,0.0,725.0,1.4,0.0,170.0,41.611879,60.0,SARDÓN DE DUERO,85.0,2.1,2.1,4.7,,,,,,,,,,,,,,,,,,,,,,,,
2182C,-3.790216,2026-04-13T00:00:00+0000,0.0,1107.0,6.6,2.1,354.0,41.133861,2.0,RADES,78.0,2.6,2.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2192C,-4.26545,2026-04-13T00:00:00+0000,0.0,795.0,4.4,0.9,10.0,41.383553,17.0,CUELLAR,84.0,2.0,2.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,
2235U,-4.520031,2026-04-13T00:00:00+0000,0.0,1140.0,1.9,1.2,300.0,42.870619,338.0,CERVERA DE PISUERGA,86.0,-0.6,-0.6,0.4,885.3,0.2,-2.9,,-2.7,,30.0,0.0,8.8,,,,,,,,,,,,,1464.1,,
2243A,-4.277134,2026-04-13T00:00:00+0000,0.0,910.0,1.9,0.7,10.0,42.79806,5.0,AGUILAR DE CAMPOO,95.0,-2.1,-2.1,-1.4,,,,,,,,,,,,,,,,,,,,,,,,
2276B,-4.575109,2026-04-13T00:00:00+0000,0.0,908.0,3.3,0.9,44.0,42.568819,290.0,VILLAELES DE VALDAVIA,95.0,-1.5,-1.5,-1.2,,,,,,,,,,,,,,,,,,,,,,,,
2285B,-4.001111,2026-04-13T00:00:00+0000,0.0,869.0,4.7,0.6,149.0,42.523889,352.0,VILLADIEGO (DEPÓSITO DE AGUA),82.0,0.9,0.9,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2290Y,-4.198909,2026-04-13T00:00:00+0000,0.0,771.0,0.7,0.2,152.0,42.251226,230.0,PEDROSA DEL PRÍNCIPE,86.0,-0.3,-0.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,
2296A,-1.976675,2026-04-13T00:00:00+0000,0.0,1039.0,11.8,7.4,13.0,41.775556,7.0,OLVEGA-CAMINO VEGAFRÍA,82.0,2.5,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
2298,-3.131688,2026-04-13T00:00:00+0000,0.0,1080.0,9.6,4.6,309.0,41.959672,279.0,PALACIOS DE LA SIERRA,71.0,2.0,2.0,2.4,,1.6,2.6,,-2.7,20.0,14.0,0.0,10.2,,,,,,0.0,,,,,,,,,
2302N,-3.109758,2026-04-13T00:00:00+0000,,1197.0,7.4,3.7,22.0,42.146473,7.0,MONTERRUBIO DE LA DEMANDA,79.0,1.6,1.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,
2311Y,-3.767707,2026-04-13T00:00:00+0000,0.0,884.0,4.9,2.2,13.0,42.105221,25.0,VILLAMAYOR DE LOS MONTES,83.0,1.4,1.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2331,-3.620278,2026-04-13T00:00:00+0000,0.0,891.0,5.4,1.6,10.0,42.356944,358.0,BURGOS/VILLAFRÍA,83.0,1.9,2.3,2.3,912.8,0.4,1.7,,-0.3,,16.0,0.0,8.6,,,,,,0.0,,,,,10.8,785.2,,,
2362C,-4.713714,2026-04-13T00:00:00+0000,0.0,1575.0,6.8,1.9,292.0,42.893772,257.0,CAMPORREDONDO DE ALBA  CUEVA DORADA,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374X,-4.617359,2026-04-13T00:00:00+0000,0.0,830.0,2.2,1.0,331.0,42.350934,326.0,CARRIÓN DE LOS CONDES,93.0,0.2,0.7,1.1,921.5,0.4,1.3,,-0.3,20.0,20.0,0.0,12.2,,,,,,0.0,,,,,,799.5,,,
2401X,-4.560496,2026-04-13T00:00:00+0000,0.0,736.0,3.3,1.9,310.0,42.009501,305.0,PALENCIA-GRANJA VIÑALTA,80.0,2.5,2.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,
2422,-4.754167,2026-04-13T00:00:00+0000,0.0,734.29,2.8,1.4,330.0,41.640831,340.0,VALLADOLID,87.0,4.0,4.0,4.6,931.1,0.4,4.2,1018.9,2.1,20.0,15.0,0.0,16.0,,,,2.9,317.0,0.0,1.4,0.4,15.0,323.0,17.2,,,,
2444,-4.679722,2026-04-13T00:00:00+0000,0.0,1129.76,8.8,5.1,313.0,40.659167,320.0,ÁVILA,75.0,3.4,3.4,3.7,886.9,1.5,3.9,,-0.7,20.0,21.0,0.0,11.9,,,,,,0.0,,,,,12.3,,1476.4,,
2453E,-4.742033,2026-04-13T00:00:00+0000,0.0,920.0,5.5,2.8,311.0,40.828965,335.0,GOTARRENDURA (AUTOMATICA),75.0,4.2,4.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,
2456B,-4.729864,2026-04-13T00:00:00+0000,0.0,820.0,4.9,3.2,314.0,41.071483,320.0,AREVALO,70.0,5.0,5.0,5.8,,,,,,,,,,,,,,,,,,,,,,,,
2462,-4.010556,2026-04-13T00:00:00+0000,0.0,1892.6,12.2,5.7,348.0,40.793056,348.0,NAVACERRADA PUERTO,99.0,-3.2,-3.1,-3.0,805.8,2.7,-1.9,,-3.3,0.1,20.0,0.0,5.7,,,,12.1,357.0,0.01,5.8,1.5,17.0,8.0,6.1,,1461.8,11.0,
2465,-4.126389,2026-04-13T00:00:00+0000,0.0,1008.25,6.5,2.8,353.0,40.945278,350.0,SEGOVIA,73.0,4.0,4.1,4.5,900.5,0.8,4.8,,-0.3,19.6,20.0,0.0,13.2,,,,,,0.0,,,,,12.7,,1476.5,,
2471Y,-4.212067,2026-04-13T00:00:00+0000,0.0,1237.0,,,,40.718669,,SAN RAFAEL,79.0,2.3,2.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,
2482B,-4.375727,2026-04-13T00:00:00+0000,0.0,870.0,6.9,1.0,8.0,41.126384,352.0,MIGUELAÑEZ,79.0,3.8,3.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,
2491C,-5.689876,2026-04-13T00:00:00+0000,0.0,1960.0,10.7,4.9,141.0,40.355087,152.0,LA COVATILLA  ESTACIÓN DE ESQUÍ,96.0,-4.1,-4.0,-3.7,801.1,1.2,-3.4,,,,13.0,0.0,1.4,,,,,,0.0,,,,,,,,,
2503B,-4.691824,2026-04-13T00:00:00+0000,0.0,786.0,3.9,1.4,314.0,41.279921,320.0,OLMEDO  DEPÓSITO AGUA,78.0,4.9,4.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2507Y,-4.963505,2026-04-13T00:00:00+0000,0.0,724.0,2.9,1.7,302.0,41.419465,292.0,RUEDA,79.0,4.5,4.5,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2512Y,-5.018689,2026-04-13T00:00:00+0000,0.0,925.0,8.1,5.5,318.0,40.88213,332.0,RIVILLA DE BARAJAS,73.0,4.0,4.2,4.3,,,,,,,,,,,,,,,,,,,,,,,,
2517A,-4.939637,2026-04-13T00:00:00+0000,0.0,755.0,7.2,4.0,303.0,41.172753,317.0,FUENTE EL SOL,73.0,4.1,4.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,
2536D,-5.271389,2026-04-13T00:00:00+0000,0.0,710.0,7.1,4.4,319.0,41.548333,320.0,MORALES DEL TORO-DEPOSITO,79.0,2.6,2.6,3.1,,,,,,,,,,,,,,,,,,,,,,,,
2555B,-5.481307,2026-04-13T00:00:00+0000,0.0,811.0,5.4,1.3,297.0,41.236704,322.0,FUENTESAUCO,75.0,3.0,3.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,
2565,-5.630556,2026-04-13T00:00:00+0000,0.0,701.5,3.8,1.4,321.0,41.555278,327.0,CORESES,75.0,3.9,3.9,4.2,,,,,,,,,,,,,,,,,,,,,,,,
2568D,-4.851026,2026-04-13T00:00:00+0000,0.0,985.0,3.6,1.6,357.0,42.523503,352.0,VILLAPUN,85.0,-0.1,-0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2593D,-5.040989,2026-04-13T00:00:00+0000,0.0,782.0,3.4,2.2,288.0,42.09421,312.0,VILLALÓN DE CAMPOS,91.0,0.6,0.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,
2611D,-5.59244,2026-04-13T00:00:00+0000,0.0,690.0,3.9,2.7,330.0,41.856388,330.0,VILLAFÁFILA,78.0,2.7,2.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,
2614,-5.735278,2026-04-13T00:00:00+0000,0.0,656.06,3.0,1.2,308.0,41.515556,305.0,ZAMORA,62.0,4.9,5.0,5.4,941.1,0.5,5.4,1019.5,-1.7,20.0,45.0,0.0,13.1,,,,,,0.0,,,,,16.7,,,,
2624C,-5.007615,2026-04-13T00:00:00+0000,0.0,1090.0,7.3,4.5,15.0,42.958457,25.0,RIAÑO-ERMITA QUINTANILLA,86.0,2.4,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,
2626Y,-5.193246,2026-04-13T00:00:00+0000,0.0,916.0,1.1,0.7,147.0,42.620094,85.0,SAHECHORES-HELIPUERTO,85.0,-1.8,-1.6,-1.1,,,,,,,,,,,,,,,,,,,,,,,,
2630X,-5.377067,2026-04-13T00:00:00+0000,0.0,1510.0,11.2,7.5,278.0,43.062242,273.0,PUERTO DE SAN ISIDRO,92.0,-1.6,-1.4,-1.4,846.9,1.4,2.1,,,5.3,11.0,0.0,4.5,,,,,,0.2,,,,,,,,,
2661,-5.651111,2026-04-13T00:00:00+0000,0.0,916.0,6.2,3.1,290.0,42.588333,310.0,LEÓN/VIRGEN DEL CAMINO,74.0,1.5,1.7,2.4,911.3,0.2,1.3,,-2.5,,5.0,0.0,,,,,,,,,,,,,795.8,,,
2664B,-5.504765,2026-04-13T00:00:00+0000,0.0,788.0,5.1,1.1,14.0,42.295947,340.0,VALENCIA DE DON JUAN,69.0,2.4,2.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,
2701D,-5.870858,2026-04-13T00:00:00+0000,0.0,1120.0,4.7,1.4,297.0,42.885575,305.0,MIÑERA DE LUNA-EMBALSE,78.0,1.6,1.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2728B,-6.070921,2026-04-13T00:00:00+0000,0.0,995.0,5.5,2.9,34.0,42.648217,20.0,VILLAMECA,88.0,1.6,2.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,
2734D,-6.074338,2026-04-13T00:00:00+0000,0.0,919.0,2.9,1.4,64.0,42.476722,17.0,ASTORGA-DEPÓSITO AGUA,80.0,1.8,1.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,
2742R,-5.779854,2026-04-13T00:00:00+0000,0.0,850.0,4.9,3.0,286.0,42.466446,282.0,BUSTILLO DEL PÁRAMO-LAS MATILLAS,82.0,2.2,2.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,
2755X,-5.666803,2026-04-13T00:00:00+0000,0.0,715.0,4.9,2.7,343.0,42.010907,325.0,BENAVENTE,69.0,4.4,4.4,4.7,934.4,0.6,5.2,,,20.0,10.0,0.0,14.6,,,,,,0.0,,,,,,,,,
2766E,-6.639735,2026-04-13T00:00:00+0000,0.0,933.0,2.8,0.2,244.0,42.082615,345.0,EL PUENTE (CASA FORESTAL),79.0,0.6,0.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,
2775X,-6.279668,2026-04-13T00:00:00+0000,0.0,850.0,4.1,0.9,236.0,41.941501,318.0,VILLARDECIERVOS,68.0,2.6,2.6,5.3,919.5,0.4,2.5,,-2.7,20.0,66.0,0.0,12.9,,,,,,0.0,,,,,,801.6,,,
2777K,-6.007296,2026-04-13T00:00:00+0000,0.0,737.0,3.3,1.5,282.0,42.078138,345.0,SANTIBAÑEZ DE VIDRIALES,67.0,3.2,3.2,4.6,,,,,,,,,,,,,,,,,,,,,,,,
2789H,-5.909007,2026-04-13T00:00:00+0000,0.0,711.0,5.2,2.5,302.0,41.785554,305.0,POZUELO DE TABARA,72.0,3.3,3.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,
2804F,-6.141833,2026-04-13T00:00:00+0000,0.0,790.0,7.3,4.0,282.0,41.533996,300.0,VILLADEPERA,70.0,3.3,3.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,
2828Y,-5.519077,2026-04-13T00:00:00+0000,0.0,1012.0,8.3,3.0,346.0,40.355386,350.0,BARCO DE AVILA,65.0,3.9,3.9,4.4,,,,,,,,,,,,,,,,,,,,,,,,
2847X,-5.643454,2026-04-13T00:00:00+0000,0.0,865.0,5.5,2.7,316.0,40.675599,322.0,PEDROSILLO DE LOS AIRES-CASTILLEJO,73.0,2.8,2.8,3.5,,,,,,,,,,,,,,,,,,,,,,,,
2863C,-5.36619,2026-04-13T00:00:00+0000,0.0,897.0,4.3,1.8,297.0,40.732205,300.0,PEDRAZA DE ALBA-VALLELARGO,71.0,4.0,4.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,
2867,-5.498292,2026-04-13T00:00:00+0000,0.0,790.0,4.6,2.5,290.0,40.959572,300.0,SALAMANCA/MATACAN,74.0,2.7,2.8,4.2,925.8,0.3,2.0,,-1.4,,3.0,0.0,,,,,,,,,,,,,801.0,,,
2870,-5.662271,2026-04-13T00:00:00+0000,0.0,775.0,5.1,2.6,271.0,40.957593,253.0,SALAMANCA OBS.,67.0,4.7,4.7,5.7,928.6,,,,-1.0,,,,,,,88.0,,,,,,,,,806.7,,,
2873X,-5.779717,2026-04-13T00:00:00+0000,0.0,817.0,4.0,1.0,213.0,40.903607,325.0,BARBADILLO,72.0,2.9,2.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,
2885K,-6.022286,2026-04-13T00:00:00+0000,0.0,804.0,4.2,2.0,287.0,41.304443,280.0,FRESNO DE SAYAGO,77.0,1.7,1.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,
2891A,-6.462222,2026-04-13T00:00:00+0000,0.0,690.0,7.8,4.9,296.0,41.262778,287.0,VILLARINO DE LOS AIRES,76.0,4.8,4.9,5.1,,,,,,,,,,,,,,,,,,,,,,,,
2914C,-6.20289,2026-04-13T00:00:00+0000,0.0,785.0,2.7,1.6,266.0,40.786039,250.0,BOADILLA FUENTE SAN ESTEBAN,82.0,2.8,2.8,3.3,,,,,,,,,,,,,,,,,,,,,,,,
2916A,-6.437733,2026-04-13T00:00:00+0000,0.0,769.0,6.7,3.6,284.0,41.011441,302.0,VITIGUDINO,79.0,3.3,3.4,4.1,929.0,0.4,,,0.2,14.3,4.0,0.0,12.5,,,,,,0.0,,,,,,804.0,,,
2918Y,-6.223616,2026-04-13T00:00:00+0000,0.0,1027.0,4.8,2.1,301.0,40.569447,307.0,EL MAILLO (BASE AVIONES - AUTOMATICA),86.0,1.4,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,
2926B,-6.60902,2026-04-13T00:00:00+0000,0.0,748.0,9.4,1.9,317.0,40.851426,327.0,BAÑOBAREZ,78.0,3.9,3.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,
