idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
0061X,1.519269,2026-04-13T09:00:00+0000,0.0,632.0,7.0,3.2,320.0,41.417052,290.0,PONTONS,73.0,6.2,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,
0066X,1.676942,2026-04-13T09:00:00+0000,0.0,177.0,3.8,1.9,35.0,41.330279,15.0,VILAFRANCA DEL PENEDÈS,79.0,10.2,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
0073X,1.852626,2026-04-13T09:00:00+0000,0.0,58.0,6.4,1.9,320.0,41.243784,332.0,SITGES  VALLCARCA,72.0,10.7,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
0076,2.069995,2026-04-13T09:00:00+0000,0.0,4.0,5.7,2.3,330.0,41.292781,350.0,BARCELONA  AEROPUERTO,81.0,10.0,10.4,10.4,1008.2,0.2,12.4,1008.8,7.3,30.0,6.0,0.0,,,,,,,,,,,,,,,,
0092X,1.857494,2026-04-13T09:00:00+0000,0.0,682.0,3.7,2.3,234.0,42.101388,237.0,BERGA  INSTITUTO,94.0,7.0,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
0106X,1.872504,2026-04-13T09:00:00+0000,0.0,361.0,3.2,1.0,207.0,41.866387,202.0,BALSARENY,82.0,8.2,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,
0114X,2.026561,2026-04-13T09:00:00+0000,0.0,700.0,2.9,1.5,188.0,42.007057,195.0,PRATS DE LLUÇANÈS,95.0,7.1,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
0120X,2.09539,2026-04-13T09:00:00+0000,0.0,742.0,5.1,3.0,268.0,41.813278,265.0,MOIÀ,100.0,5.6,6.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,
0149X,1.84028,2026-04-13T09:00:00+0000,0.0,291.0,4.1,1.2,335.0,41.719881,272.0,MANRESA,75.0,8.0,10.3,10.3,974.8,,12.5,1009.4,6.1,20.0,,27.0,14.0,0.0,0.0,,,,,,,,,,,,,
0158X,1.839223,2026-04-13T09:00:00+0000,0.0,738.0,,,,41.594444,,MONTSERRAT,96.0,5.3,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
0171X,1.617778,2026-04-13T09:00:00+0000,0.0,313.0,5.3,1.5,271.0,41.578889,239.0,IGUALADA,60.0,7.4,9.2,9.3,,,,,1.9,,,,,,,65.0,,,,,,,,,,,,
0194D,1.885,2026-04-13T09:00:00+0000,0.0,647.0,,,,41.408192,,CORBERA  PUIG D?AGULLES,100.0,4.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
0201D,2.200001,2026-04-13T09:00:00+0000,0.0,26.0,3.3,0.8,327.0,41.390555,352.0,BARCELONA  PORT OLÍMPIC,83.0,11.0,11.7,11.8,,,,,8.9,,,,,,,35.0,,,,,,,,,,,,
0201X,2.173886,2026-04-13T09:00:00+0000,0.0,11.0,3.1,1.6,302.0,41.374998,307.0,BARCELONA  DRASSANES,72.0,11.7,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
0222X,2.168412,2026-04-13T09:00:00+0000,0.0,175.0,2.7,1.3,123.0,41.612663,122.0,CALDES DE MONTBUI,91.0,10.2,11.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
0244X,2.362637,2026-04-13T09:00:00+0000,0.2,56.0,3.3,0.3,168.0,41.504893,0.0,VILASSAR DE DALT,85.0,11.4,12.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,
0260X,2.431023,2026-04-13T09:00:00+0000,0.0,936.0,,,,41.760064,,FONTMARTINA,97.0,7.2,7.4,7.5,,,,,,,,,,,,,,,,,,,,,,,,
0281Y,2.805112,2026-04-13T09:00:00+0000,0.0,45.0,7.8,3.1,359.0,41.677054,340.0,BLANES  JARDIN BOTANICO,61.0,10.7,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
0312X,2.364353,2026-04-13T09:00:00+0000,0.0,851.0,3.5,1.2,101.0,42.258444,57.0,SANT PAU DE SEGURIES,82.0,7.4,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
0320I,2.102774,2026-04-13T09:00:00+0000,0.0,1151.0,11.1,2.7,338.0,42.316878,50.0,PLANOLES,48.0,7.7,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,
0360X,2.551007,2026-04-13T09:00:00+0000,0.0,337.0,1.5,0.5,80.0,42.052837,55.0,LES PLANES D?HOSTOLES,87.0,10.0,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,
0363X,2.513329,2026-04-13T09:00:00+0000,0.0,810.0,4.3,2.1,355.0,41.880833,20.0,SANT HILARI,64.0,8.5,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,
0367,2.763329,2026-04-13T09:00:00+0000,0.0,143.0,5.1,2.6,20.0,41.911665,20.0,GIRONA  AEROPUERTO,80.0,9.6,10.9,11.0,992.2,0.4,13.6,1007.6,7.6,,7.0,0.0,,,,,,,,,,,,,,,,
0370E,2.819442,2026-04-13T09:00:00+0000,0.0,76.0,4.5,0.7,320.0,41.972333,22.0,GIRONA  PARC DEL MIGDIA,65.0,10.9,12.4,12.4,,,,,,,,,,,,,,,,,,,,,,,,
0372C,2.763611,2026-04-13T09:00:00+0000,0.0,157.0,1.9,0.9,265.0,42.104444,269.0,PORQUERES,69.0,10.4,12.1,12.1,,,,,6.5,,,,,,,29.0,,,,,,,,,,,,
0385X,3.201389,2026-04-13T09:00:00+0000,0.0,1.0,12.5,4.7,312.0,42.053888,305.0,L?ESTARTIT,55.0,11.4,12.3,12.3,,,,,,,,,,,,,,,,,,,,,,,,
0394X,2.471827,2026-04-13T09:00:00+0000,0.0,350.0,1.9,0.7,35.0,42.210555,45.0,VALL DE BIANYA,69.0,9.9,11.8,11.8,,,,,,,,,,,,,,,,,,,,,,,,
0411X,3.093053,2026-04-13T09:00:00+0000,0.0,2.0,17.7,8.2,347.0,42.224834,357.0,CASTELLO D?EMPURIES,59.0,11.1,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
0413A,2.75558,2026-04-13T09:00:00+0000,0.0,355.0,26.1,9.6,322.0,42.386925,322.0,MAÇANET DE CABRENYS,55.0,9.5,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,,,
0429X,2.960328,2026-04-13T09:00:00+0000,0.0,45.0,18.1,7.1,21.0,42.259082,30.0,FIGUERES  ELS ASPRES,55.0,11.6,12.1,12.1,,,,,,,,,,,,,,,,,,,,,,,,
1002Y,-1.542961,2026-04-13T09:00:00+0000,0.2,183.0,1.7,0.5,233.0,43.135722,178.0,BAZTÁN  IRURITA,86.0,7.3,10.3,10.3,,0.2,,,8.1,,63.0,,,,,,,,,,,,,,,,,
1010X,-1.675786,2026-04-13T09:00:00+0000,0.0,54.0,7.2,2.4,270.0,43.278691,292.0,BERA,79.0,9.9,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,
1012P,-1.796536,2026-04-13T09:00:00+0000,0.6000000000000001,120.0,8.0,0.9,274.0,43.326407,272.0,IRUN,83.0,8.7,10.3,10.5,,,,,,,,,,,,,,,,,,,,,,,,
1014A,-1.792116,2026-04-13T09:00:00+0000,0.1,4.0,8.2,2.2,270.0,43.357075,290.0,DONOSTIA/SAN SEBASTIÁN AEROPUERTO,73.0,10.4,11.3,11.9,1016.6,0.3,12.0,1017.6,6.7,,6.0,,,,,,,,,,,,,,,,,
1021X,-1.878823,2026-04-13T09:00:00+0000,2.6,165.0,6.1,3.6,7.0,43.213834,2.0,ERRENTERIA  AÑARBE,95.0,8.6,8.8,9.3,,,,,,,,,,,,,,,,,,,,,,,,
1025A,-2.256663,2026-04-13T09:00:00+0000,0.0,255.0,4.0,0.3,190.0,43.015553,267.0,SEGURA,89.0,8.4,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,
1025X,-2.232037,2026-04-13T09:00:00+0000,0.4,255.0,4.0,0.4,295.0,43.054634,322.0,BEASAIN  ARRIARAN,93.0,7.4,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1026X,-2.184273,2026-04-13T09:00:00+0000,0.6000000000000001,290.0,3.2,0.8,112.0,43.058158,267.0,ORDIZIA,96.0,7.3,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,
1033X,-1.950836,2026-04-13T09:00:00+0000,2.2,520.0,4.5,0.4,95.0,43.084999,27.0,ARESO ,98.0,5.2,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,
1037X,-2.337095,2026-04-13T09:00:00+0000,0.2,460.0,,,,43.051797,,LEGAZPI,88.0,6.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
1037Y,-2.3175,2026-04-13T09:00:00+0000,0.1,420.0,6.3,3.7,279.0,43.079917,286.0,ZUMARRAGA,90.0,6.2,7.1,7.1,966.1,0.8,,1016.4,5.6,,15.0,,,,,,,,,,,,,,,,,
1038X,-2.267175,2026-04-13T09:00:00+0000,1.8000000000000003,180.0,8.5,1.7,280.0,43.172576,252.0,AZPEITIA,90.0,8.1,8.6,8.8,,,,,,,,,,,,,,,,,,,,,,,,
1041A,-2.251035,2026-04-13T09:00:00+0000,0.7999999999999999,28.0,10.4,1.3,205.0,43.302139,237.0,ZUMAIA,87.0,9.7,11.0,11.7,1014.4,,,1017.8,8.9,,,,,,,83.0,,,,,,,,,,,,
1044X,-2.589645,2026-04-13T09:00:00+0000,0.0,617.0,,,,43.057835,,ARAMAIO  ETXAGUEN,86.0,6.4,6.5,6.6,,,,,,,,,,,,,,,,,,,,,,,,
1048X,-2.465715,2026-04-13T09:00:00+0000,0.0,308.0,,,,43.02505,,ARETXABALETA,92.0,7.1,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,
1049N,-2.495827,2026-04-13T09:00:00+0000,0.0,470.0,6.5,2.0,310.0,43.138333,295.0,ELGETA,92.0,6.6,8.1,8.1,,,,,,,,,,,,,,,,,,,,,,,,
1052A,-2.397148,2026-04-13T09:00:00+0000,0.2,150.0,7.0,3.9,274.0,43.31722,237.0,MUTRIKU,83.0,7.8,10.1,10.1,,,,,,,,,,,,,,,,,,,,,,,,
1056K,-2.671184,2026-04-13T09:00:00+0000,0.0,45.0,7.6,2.6,284.0,43.342388,307.0,FORUA,85.0,9.5,10.6,10.6,,,,,,,,,,,,,,,,,,,,,,,,
1057B,-2.752762,2026-04-13T09:00:00+0000,0.0,93.0,14.0,8.0,264.0,43.453906,262.0,MATXITXAKO,86.0,9.9,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1059X,-3.021602,2026-04-13T09:00:00+0000,0.2,81.0,7.6,3.6,273.0,43.375086,293.0,PUNTA GALEA ,84.0,9.3,10.7,10.7,,1.0,,,,,20.0,,,,,,,,,,,,,,,,,
1060X,-3.005452,2026-04-13T09:00:00+0000,0.0,240.0,1.9,0.4,93.0,43.050241,310.0,AMURRIO,91.0,8.1,8.4,8.4,,,,,,,,,,,,,,,,,,,,,,,,
1064L,-2.860274,2026-04-13T09:00:00+0000,0.6000000000000001,270.0,1.3,0.3,285.0,43.096333,292.0,OROZKO  IBARRA,98.0,7.3,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
1069Y,-2.644187,2026-04-13T09:00:00+0000,0.0,747.0,,,,43.099233,,ABADIÑO  URKIOLA,89.0,4.3,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
1074C,-2.706153,2026-04-13T09:00:00+0000,0.0,100.0,4.8,2.3,280.0,43.202893,295.0,AMOREBIETA-ETXANO,87.0,8.6,9.7,9.7,,,,,,,,,,,,,,,,,,,,,,,,
1078C,-3.209649,2026-04-13T09:00:00+0000,0.2,210.0,,,,43.180575,,BALMASEDA,89.0,7.7,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1078I,-3.104777,2026-04-13T09:00:00+0000,0.1,208.0,4.1,1.7,292.0,43.203384,303.0,GÜEÑES,,,,,,,,,,,,,,,,47.0,,,,,,,,,,,,
1083B,-3.168615,2026-04-13T09:00:00+0000,0.0,177.0,5.2,0.5,248.0,43.279722,282.0,SOPUERTA,88.0,8.0,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1083L,-3.233884,2026-04-13T09:00:00+0000,0.1,45.0,,,266.0,43.39473,267.0,CASTRO URDIALES-EDAR,90.0,8.3,9.8,10.6,,,,,8.3,,,,,,,142.0,,,,,,,,,,,,
1089U,-3.47083,2026-04-13T09:00:00+0000,0.6000000000000001,80.0,5.1,2.3,283.0,43.255834,280.0,RAMALES DE LA VICTORIA-ETAP,86.0,8.5,8.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,
1096X,-3.469721,2026-04-13T09:00:00+0000,0.0,10.0,7.9,2.7,283.0,43.39667,15.0,TRETO,81.0,10.1,10.7,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1109X,-3.831385,2026-04-13T09:00:00+0000,1.8,3.0,5.1,0.5,170.0,43.428613,260.0,SANTANDER AEROPUERTO,86.0,8.8,10.0,10.1,1018.9,0.8,11.8,1019.7,7.7,,96.0,1.0,,,,,,,,,,,,,,,,
1111X,-3.800431,2026-04-13T09:00:00+0000,1.0,50.96,9.5,3.6,300.0,43.491054,275.0,SANTANDER CMT,89.0,8.7,10.4,10.4,1011.4,1.0,10.4,1018.4,8.7,10.9,17.0,5.1,12.5,,,,9.7,300.0,0.8600000000000001,3.4,1.3,14.0,286.0,13.5,,,,
1124E,-3.849351,2026-04-13T09:00:00+0000,0.6000000000000001,195.7,2.8,1.0,157.0,43.2456,30.0,VILLACARRIEDO - SANTIBAÑEZ,93.0,7.8,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
1135C,-4.214141,2026-04-13T09:00:00+0000,0.0,460.0,5.1,1.6,275.0,43.146941,252.0,BÁRCENA MAYOR-TORIZ,69.0,8.0,9.4,9.4,,,,,,,,,,,,,,,,,,,,,,,,
1152C,-4.048612,2026-04-13T09:00:00+0000,0.0,105.0,3.3,1.0,87.0,43.271942,52.0,SAN FELICES DE BUELNA-TARRIBA,73.0,10.4,11.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1154H,-4.027419,2026-04-13T09:00:00+0000,0.2,110.0,5.2,1.9,231.0,43.358515,0.0,TORRELAVEGA-SIERRAPANDO,82.0,8.5,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1159,-4.392103,2026-04-13T09:00:00+0000,0.0,38.0,12.7,7.0,312.0,43.393456,306.0,SAN VICENTE  FARO,77.0,11.1,11.3,12.1,1013.5,,,1018.3,7.4,,,,,,,222.0,,,,,,,,,,,,
1167B,-4.812779,2026-04-13T09:00:00+0000,0.0,1100.0,3.6,1.1,222.0,43.143893,70.0,FUENTE DÉ-TELEFÉRICO,72.0,3.4,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
1167H,-4.834772,2026-04-13T09:00:00+0000,,2330.62,13.5,5.8,25.0,43.176187,35.0,CABAÑA VERÓNICA  PARQUE NACIONAL PICOS DE EUROPA,98.0,-6.8,-6.1,-6.1,763.0,2.0,,1019.3,-6.4,,21.0,,,,,,,,,,,,,,,,,
1167J,-4.773842,2026-04-13T09:00:00+0000,,1721.85,7.7,2.8,328.0,43.089184,243.0,CORISCAO  PARQUE NACIONAL PICOS DE EUROPA,87.0,-0.9,0.1,0.3,824.2,1.4,,1017.5,-1.7,,87.0,,,,,,,,,,,,,,,,,
1174I,-4.601783,2026-04-13T09:00:00+0000,0.0,250.0,2.2,0.8,36.0,43.182862,300.0,TAMA,73.0,7.3,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
1176A,-4.668234,2026-04-13T09:00:00+0000,0.0,940.0,10.0,4.1,257.0,43.255713,237.0,TRESVISO,78.0,4.2,4.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,
1178I,-4.820994,2026-04-13T09:00:00+0000,,1970.0,13.6,4.6,115.0,43.202495,133.0,VEGA DE URRIELLU  PARQUE NACIONAL PICOS DE EUROPA,85.0,-3.6,-3.2,-3.1,795.0,2.3,,1014.0,-5.4,,57.0,,,,,,,,,,,,,,,,,
1178M,-4.921692,2026-04-13T09:00:00+0000,,1650.69,7.6,4.5,289.0,43.243922,312.0,VEGA DE ARIO  PARQUE NACIONAL PICOS DE EUROPA,99.0,-2.1,-1.6,-1.6,825.4,0.9,,1011.5,-1.7,,13.0,,,,,,,,,,,,,,,,,
1178R,-4.736775,2026-04-13T09:00:00+0000,0.0,1235.71,8.5,4.4,275.0,43.237387,259.0,SOTRES  PARQUE NACIONAL PICOS DE EUROPA,83.0,1.9,2.5,2.7,876.1,1.1,,1018.7,0.0,,16.0,,,,,,,,,,,,,,,,,
1178Y,-4.931762,2026-04-13T09:00:00+0000,0.0,953.0,,,,43.145376,,SOTO DE VALDEÓN (AUTOMATICA),77.0,5.1,5.1,5.2,,,,,,,,,,,,,,,,,,,,,,,,
1179B,-4.852774,2026-04-13T09:00:00+0000,0.0,458.0,7.2,3.1,323.0,43.311112,317.0,CARREÑA DE CABRALES,82.0,8.2,8.5,8.7,,,,,,,,,,,,,,,,,,,,,,,,
1183X,-4.748056,2026-04-13T09:00:00+0000,0.0,10.0,7.6,4.3,261.0,43.420278,281.0,LLANES,57.0,11.6,12.5,12.6,1017.2,1.2,12.3,1018.4,4.1,20.0,12.0,22.0,12.8,,,,,,0.0,,,,,,,,,
1186P,-5.119247,2026-04-13T09:00:00+0000,0.0,370.0,3.0,0.5,86.0,43.266631,65.0,AMIEVA  PANIZALES,87.0,7.7,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,
1191D,-5.00172,2026-04-13T09:00:00+0000,,1505.0,6.8,3.1,349.0,43.177372,341.0,PICO COTORRA  PARQUE NACIONAL PICOS DE EUROPA,100.0,-1.4,-1.0,-1.0,848.4,0.7,,,,,15.0,,,,,,,,,,,,,,,,,
1199X,-5.396674,2026-04-13T09:00:00+0000,0.0,280.0,3.3,1.1,306.0,43.377836,282.0,BARGAÉU PILOÑA,77.0,9.1,10.1,10.1,,,,,,,,,,,,,,,,,,,,,,,,
1203D,-5.247153,2026-04-13T09:00:00+0000,0.0,30.0,6.6,3.2,235.0,43.492352,235.0,COLUNGA,68.0,11.3,12.3,12.8,,,,,,,,,,,,,,,,,,,,,,,,
1207U,-5.621111,2026-04-13T09:00:00+0000,0.0,25.8,4.1,2.0,215.0,43.523056,253.0,GIJÓN-CAMPUS,64.0,10.8,11.9,11.9,1015.3,0.8,11.2,1018.9,5.3,20.0,30.0,2.8,13.2,,,,,,0.0,,,,,14.1,,,,
1208H,-5.700833,2026-04-13T09:00:00+0000,0.0,5.0,2.7,1.2,58.0,43.559722,59.0,GIJÓN  MUSEL,83.0,11.1,12.0,12.4,1018.2,,,,,,,,,,,48.0,,,,,,,,,,,,
1212E,-6.044173,2026-04-13T09:00:00+0000,0.0,127.0,6.2,3.0,200.0,43.566941,220.0,ASTURIAS/AVILÉS,65.0,9.6,12.3,12.5,1003.2,0.5,11.4,1019.5,5.9,,16.0,58.0,,,,,,,,,,,,,,,,
1221D,-5.776392,2026-04-13T09:00:00+0000,0.2,1480.0,3.7,1.4,310.0,42.978608,304.0,PAJARES - VALGRANDE,99.0,-1.1,-0.8,-0.7,,,,,-1.0,,,,,,,60.0,,,,,,,,,,,,
1223P,-5.822748,2026-04-13T09:00:00+0000,0.0,370.0,1.0,0.2,46.0,43.132706,40.0,RONZÓN,93.0,6.6,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
1226X,-5.476919,2026-04-13T09:00:00+0000,0.0,750.0,1.7,0.8,144.0,43.095177,160.0,CUEVAS DE FELECHOSA,89.0,4.7,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
1234P,-5.819274,2026-04-13T09:00:00+0000,0.0,170.0,1.3,0.5,253.0,43.274885,227.0,MIERES-BAÍÑA,84.0,9.1,10.1,10.1,,,,,,,,,,,,,,,,,,,,,,,,
1249X,-5.873889,2026-04-13T09:00:00+0000,0.0,334.44,2.6,1.0,185.0,43.353333,250.0,OVIEDO,81.0,8.5,9.9,9.9,978.6,0.4,11.6,1019.0,6.8,20.0,26.0,4.6,12.4,,,,,,0.0,,,,,12.6,,,,
1272B,-6.386539,2026-04-13T09:00:00+0000,0.0,280.0,3.8,1.7,342.0,43.290276,342.0,SOUTU  LA BARCA,73.0,9.0,10.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,
1276F,-6.256944,2026-04-13T09:00:00+0000,0.0,670.0,1.2,0.5,358.0,43.1,7.0,POLA DE SOMIEDO-DEPURADORA,90.0,5.2,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
1279X,-6.230729,2026-04-13T09:00:00+0000,0.0,240.0,4.0,1.7,237.0,43.424999,217.0,CAMUÑO,72.0,9.9,11.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1283U,-6.469998,2026-04-13T09:00:00+0000,0.0,60.0,8.9,6.7,265.0,43.569166,284.0,CABO BUSTO,64.0,11.3,12.2,12.5,1010.7,0.7,12.7,1017.9,5.6,20.0,10.0,23.0,13.6,,,,,,,,,,,,,,,
1302F,-6.472407,2026-04-13T09:00:00+0000,0.0,1310.0,1.4,0.5,338.0,42.955269,327.0,DEGAÑA  COTO CORTÉS,99.0,0.4,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
1309C,-6.884876,2026-04-13T09:00:00+0000,0.0,780.0,4.6,2.4,208.0,43.027413,260.0,SAN ANTOLIN DE IBIAS-LINARES,85.0,5.6,5.7,5.9,,,,,,,,,,,,,,,,,,,,,,,,
1327A,-6.673332,2026-04-13T09:00:00+0000,0.0,410.0,5.2,2.2,226.0,43.465552,230.0,ONETA,83.0,7.9,8.8,8.8,,,,,,,,,,,,,,,,,,,,,,,,
1331A,-7.031388,2026-04-13T09:00:00+0000,0.0,40.0,7.5,3.3,213.0,43.524722,199.0,CASTROPOL,73.0,10.0,11.1,11.1,,,,,6.4,,,,,,,124.0,,,,,,,,,,,,
1341B,-7.06098,2026-04-13T09:00:00+0000,0.0,340.0,7.5,4.2,188.0,43.415546,175.0,OURIA DE TARAMUNDI,81.0,8.4,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
1342X,-7.082971,2026-04-13T09:00:00+0000,0.0,43.0,8.3,4.0,193.0,43.540652,175.0,RIBADEO  VILAFRAMIL,76.0,10.3,11.3,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1344X,-7.361736,2026-04-13T09:00:00+0000,0.0,125.0,,,,43.431333,,MONDOÑEDO,76.0,10.0,11.2,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1347T,-7.357091,2026-04-13T09:00:00+0000,0.0,80.0,,,,43.651046,,BURELA,73.0,11.1,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
1351,-7.684866,2026-04-13T09:00:00+0000,0.8,90.39,14.4,9.7,238.0,43.786208,235.0,ESTACA DE BARES,94.0,9.9,10.4,10.6,1007.1,1.0,,1018.0,9.4,5.4,5.0,7.0,12.4,,,,,,0.7,,,,,,,,,
1363X,-7.861476,2026-04-13T09:00:00+0000,0.0,343.0,,,,43.445968,,AS PONTES A AEROSA,80.0,8.6,10.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,
1387,-8.421517,2026-04-13T09:00:00+0000,0.0,57.07,6.1,2.9,226.0,43.365969,210.0,A CORUÑA,74.0,11.5,12.6,12.6,1011.3,1.1,14.0,1019.2,8.1,18.8,26.0,6.1,13.6,,,,,,0.0,,,,,14.8,,,,
1387D,-8.441944,2026-04-13T09:00:00+0000,0.0,131.71,7.2,3.4,226.0,43.363309,224.0,BENS-A CORUÑA,78.0,10.6,11.6,11.6,1003.0,0.8,,,,,12.0,,,,,,,,,,,,,,,,,
1387E,-8.371975,2026-04-13T09:00:00+0000,0.0,98.0,4.6,3.6,210.0,43.306954,190.0,A CORUÑA/ALVEDRO,85.0,9.8,11.3,11.4,1006.6,0.3,11.8,1019.1,8.9,30.0,6.0,0.0,,,,,,,,,,,,,,,,
1393,-9.210829,2026-04-13T09:00:00+0000,0.0,50.0,7.2,5.6,209.0,43.160558,208.0,CABO VILAN,85.0,11.4,12.0,12.1,,,,,9.6,,,,,,,182.0,,,,,,,,,,,,
1399,-9.046929,2026-04-13T09:00:00+0000,0.0,287.0,,,,43.057445,,VIMIANZO-CASTRELO,,9.6,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
1400,-9.291434,2026-04-13T09:00:00+0000,0.0,230.0,6.0,4.5,181.0,42.924828,179.0,FISTERRA,82.0,11.1,12.5,12.5,991.3,0.6,11.9,1018.7,9.6,20.0,4.0,3.0,11.3,,,,,,0.0,,,,,,,,,
1406X,-8.99369,2026-04-13T09:00:00+0000,0.0,340.0,,,,42.93525,,MAZARICOS-A PICOTA,94.0,8.9,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
1410X,-8.022249,2026-04-13T09:00:00+0000,0.0,500.0,,,,43.037875,,SOBRADO DOS MONXES,97.0,7.6,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
1428,-8.410515,2026-04-13T09:00:00+0000,0.0,370.0,5.7,3.1,210.0,42.888011,220.0,SANTIAGO DE COMPOSTELA/LAVACOLLA,94.0,7.3,8.4,8.6,975.9,0.4,12.5,1020.0,7.4,27.5,7.0,9.0,10.5,,,,,,,,,,,11.0,,,,
1442U,-8.892333,2026-04-13T09:00:00+0000,0.0,10.0,,,,42.643886,,BOIRO,94.0,9.7,10.6,10.6,,,,,,,,,,,,,,,,,,,,,,,,
1446X,-7.768333,2026-04-13T09:00:00+0000,0.0,680.0,,,,42.809722,,MONTERROSO,84.0,6.4,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,
1468X,-8.501806,2026-04-13T09:00:00+0000,0.2,269.0,,,,42.69361,,A ESTRADA,94.0,8.8,10.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,
1473A,-8.627222,2026-04-13T09:00:00+0000,0.0,100.0,1.6,0.0,0.0,42.738333,64.0,PADRÓN,95.0,7.4,10.7,10.7,,,,,9.9,,,,,,,8.0,,,,,,,,,,,,
1475X,-8.555833,2026-04-13T09:00:00+0000,0.1,240.0,3.4,0.6,205.0,42.876111,246.0,SANTIAGO DE COMPOSTELA,96.0,8.6,9.9,9.9,,,,,9.3,,,,,,,27.0,,,,,,,,,,,,
1476R,-8.714807,2026-04-13T09:00:00+0000,0.0,210.0,,,,42.749835,,CASAS DO PORTO,100.0,8.8,9.8,9.8,,,,,,,,,,,,,,,,,,,,,,,,
1477V,-8.774642,2026-04-13T09:00:00+0000,0.0,32.0,3.5,1.7,105.0,42.584843,125.0,VILAGARCIA DE AROUSA,93.0,10.2,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
1484C,-8.615833,2026-04-13T09:00:00+0000,0.0,113.3,1.8,0.8,116.0,42.438333,33.0,PONTEVEDRA,95.0,8.8,10.0,10.0,1006.0,0.3,12.2,1020.4,9.2,18.3,83.0,1.8,13.1,,,,,,0.0,,,,,14.4,,,,
1486E,-8.706944,2026-04-13T09:00:00+0000,0.0,3.0,2.0,0.1,73.0,42.396111,343.0,ESCUELA NAVAL DE MARÍN,94.0,9.7,10.8,10.8,,,,,9.9,,,,,,,14.0,,,,,,,,,,,,
1489A,-8.451243,2026-04-13T09:00:00+0000,0.0,395.0,2.6,1.3,213.0,42.407051,222.0,A LAMA,97.0,7.4,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
